Year,Race,Driver,AvgLapTime,BestLapTime,Consistency,TotalLaps,FinalPosition,Driver_encoded,Race_encoded,GridPosition,TeamName,Team_encoded
2020,Portuguese Grand Prix,RAI,83.48938461538462,81.058,3.9499782186595245,65.0,11,26,21,16,Alfa Romeo Racing,1
2020,Portuguese Grand Prix,RIC,83.37155384615384,80.906,3.773230661642812,65.0,9,27,21,10,Renault,13
2020,Portuguese Grand Prix,RUS,83.9237076923077,80.882,4.596754098420553,65.0,14,28,21,14,Williams,14
2020,Portuguese Grand Prix,SAI,83.312,80.268,3.6199840512424846,65.0,6,29,21,7,McLaren,8
2020,Portuguese Grand Prix,STR,85.38225490196078,81.694,7.205711609114363,51.0,20,31,21,12,Racing Point,11
2020,Portuguese Grand Prix,VER,82.2929696969697,79.854,3.765728724939807,66.0,3,33,21,3,Red Bull Racing,12
2020,Portuguese Grand Prix,VET,83.38909230769231,80.731,4.16916437117154,65.0,10,34,21,15,Ferrari,5
2020,Russian Grand Prix,ALB,103.01551020408164,98.377,8.534946870861896,53.0,10,1,23,15,Red Bull Racing,12
2020,Russian Grand Prix,BOT,100.73569387755101,97.03,5.537245687177888,53.0,1,4,23,3,Mercedes,9
2020,Russian Grand Prix,GAS,102.66793877551021,97.231,6.616599757453988,53.0,9,9,23,9,AlphaTauri,2
2020,Russian Grand Prix,GIO,103.28502083333332,99.766,6.941632579724826,52.0,11,10,23,17,Alfa Romeo Racing,1
2020,Russian Grand Prix,GRO,104.13639583333334,99.614,7.532400167728131,52.0,17,11,23,16,Haas F1 Team,6
2020,Russian Grand Prix,HAM,101.18738775510204,98.075,6.374204139264259,53.0,3,12,23,1,Mercedes,9
2020,Russian Grand Prix,KVY,102.31573469387756,99.133,6.7921746909449405,53.0,8,15,23,11,AlphaTauri,2
2020,Russian Grand Prix,LAT,104.24604166666667,101.044,7.662647975616976,52.0,16,16,23,20,Williams,14
2020,Russian Grand Prix,LEC,102.11871428571429,99.053,6.145728770861922,53.0,6,18,23,10,Ferrari,5
2020,Russian Grand Prix,MAG,103.27185416666667,100.38,6.470591087438098,52.0,12,19,23,18,Haas F1 Team,6
2020,Russian Grand Prix,NOR,103.77852083333333,97.377,8.62818286874925,52.0,15,22,23,8,McLaren,8
2020,Russian Grand Prix,OCO,102.14138775510204,99.216,5.410401224402274,53.0,7,23,23,7,Renault,13
2020,Russian Grand Prix,PER,101.41404081632653,98.141,5.935381857131516,53.0,4,24,23,4,Racing Point,11
2020,Russian Grand Prix,RAI,103.474125,98.858,7.9465008079295805,52.0,14,26,23,19,Alfa Romeo Racing,1
2020,Russian Grand Prix,RIC,101.73044897959184,97.886,5.857215123465331,53.0,5,27,23,5,Renault,13
